Violation [domain=[4507008219_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029287_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029150_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062245_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057652_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007366_00210], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030253_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063910_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016903_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065615_00280], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003256_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018283_00250], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008894_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054765_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032867_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066768_00380], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058250_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049216_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017030_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012123_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029276_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059332_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507021286_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060071_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047173_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065669_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018609_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508056317_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016976_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062245_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062250_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035113_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059939_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061978_00250], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011865_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061833_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041649_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020390_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048999_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508075281_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031483_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031486_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039587_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015104_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024454_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025222_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032117_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058464_00180], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016031_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031516_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041161_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051434_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010218_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003777_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024571_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050297_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060045_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061414_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035329_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507040302_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049264_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057465_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022622_00370], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054881_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027081_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00330], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049002_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015315_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005486_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024257_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012123_00180], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00190], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008895_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059189_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036420_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025940_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062250_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507002711_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047421_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035113_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051121_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00750], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507006038_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052354_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007366_00270], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032435_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038662_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012187_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039902_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507019781_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058251_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038346_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003932_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016991_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062245_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026587_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507004865_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016031_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062345_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00880], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024824_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007334_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060073_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022994_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063455_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062580_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055496_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011880_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031485_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012635_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054288_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508071773_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00990], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020485_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044506_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005753_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050297_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020390_00180], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025957_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038657_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507009155_00260], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00270], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062051_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018671_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027404_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00280], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008219_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008836_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041820_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005464_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031424_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062579_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035388_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039588_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508067402_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00660], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507028705_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024454_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015157_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00350], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042648_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049281_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050308_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015315_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039101_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032463_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031490_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00160], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059921_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507033295_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031429_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054882_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507008896_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051161_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025940_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041755_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057465_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00310], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044365_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048819_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061230_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003898_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052354_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057654_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507023230_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038258_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041161_00240], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049214_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029130_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00230], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508068452_00160], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032463_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508064031_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013330_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017108_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062051_00250], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031767_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507037798_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043157_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042593_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508073049_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018382_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039913_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044506_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051471_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066450_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066008_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026210_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507006753_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507021546_00140], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025973_00140], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507023001_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045213_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508056522_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050297_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036601_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042647_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507040035_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011498_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507019868_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030702_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031485_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066232_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011880_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036966_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507034971_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020147_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055516_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061978_00290], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00550], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016031_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051433_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057851_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057659_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066097_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508073350_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508074083_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063356_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041163_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044371_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061235_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022933_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013886_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
